Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,02/01/2018,USD,197.67,5749.22,44843.95,15.13
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,02/01/2018,USD,162.32,4013.72,31307.01,10.56
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,02/01/2018,USD,17.4,6812.84,53140.18,17.93
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,02/01/2018,USD,190.0214,6032.77,47055.63,15.87
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,02/01/2018,USD,131.4609,3829.81,29872.49,10.08
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,02/01/2018,USD,152.22,4933.53,38481.51,12.98
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,02/01/2018,USD,18.9,6632.72,51735.19,17.45
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,02/01/2018,USD,197.67,175.15,1366.13,15.13
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,02/01/2018,USD,162.32,122.27,953.74,10.56
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,02/01/2018,USD,17.4,207.55,1618.88,17.93
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,02/01/2018,USD,190.0214,183.78,1433.51,15.87
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,02/01/2018,USD,131.4609,116.67,910.04,10.08
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,02/01/2018,USD,152.22,150.3,1172.31,12.98
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,02/01/2018,USD,18.9,202.06,1576.07,17.45
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,02/01/2018,USD,197.67,5716.01,44584.91,15.13
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,02/01/2018,USD,162.32,3990.54,31126.2,10.56
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,02/01/2018,USD,17.4,6773.49,52833.2,17.93
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,02/01/2018,USD,190.0214,5997.92,46783.78,15.87
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,02/01/2018,USD,131.4609,3807.69,29699.95,10.08
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,02/01/2018,USD,152.22,4905.02,38259.18,12.98
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,02/01/2018,USD,18.9,6594.4,51436.31,17.45
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,02/01/2018,USD,197.67,2435.91,19000.08,15.13
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,02/01/2018,USD,162.32,1700.58,13264.55,10.56
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,02/01/2018,USD,17.4,2886.56,22515.15,17.93
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,02/01/2018,USD,190.0214,2556.03,19937.01,15.87
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,02/01/2018,USD,131.4609,1622.68,12656.92,10.08
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.73229,02/01/2018,USD,152.22,2090.33,16304.57,12.98
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),148.68812,02/01/2018,USD,18.9,2810.21,21919.6,17.45
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,02/01/2018,USD,197.67,175.18,1366.41,15.13
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,02/01/2018,USD,162.32,122.3,953.94,10.56
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,02/01/2018,USD,17.4,207.59,1619.2,17.93
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,02/01/2018,USD,190.0214,183.82,1433.8,15.87
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,02/01/2018,USD,131.4609,116.7,910.22,10.08
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,02/01/2018,USD,152.22,150.33,1172.55,12.98
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,02/01/2018,USD,18.9,202.1,1576.39,17.45
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.44448,02/01/2018,USD,197.67,1273.88,1273.88,15.13
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.4789,02/01/2018,USD,162.32,889.34,889.34,10.56
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,86.75574,02/01/2018,USD,17.4,1509.55,1509.55,17.93
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.03449,02/01/2018,USD,190.0214,1336.7,1336.7,15.87
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.45504,02/01/2018,USD,131.4609,848.59,848.59,10.08
30792,30792,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),7.18134,02/01/2018,USD,152.22,1093.14,1093.14,12.98
30792,30792,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),77.75851,02/01/2018,USD,18.9,1469.64,1469.64,17.45
30792,30792,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.26837,02/01/2018,USD,197.67,250.72,250.72,15.13
