Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,10/01/2018,USD,201.37,5856.84,45683.34,15.12
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,10/01/2018,USD,166.49,4116.83,32111.29,10.63
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,10/01/2018,USD,17.89,7004.7,54636.66,18.08
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,10/01/2018,USD,196.8034,6248.09,48735.08,16.13
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,10/01/2018,USD,136.2286,3968.7,30955.88,10.25
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,10/01/2018,USD,152.27,4935.15,38494.15,12.74
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,10/01/2018,USD,18.82,6604.64,51516.21,17.05
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,10/01/2018,USD,201.37,178.42,1391.71,15.12
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,10/01/2018,USD,166.49,125.42,978.24,10.63
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,10/01/2018,USD,17.89,213.39,1664.47,18.08
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,10/01/2018,USD,196.8034,190.34,1484.67,16.13
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,10/01/2018,USD,136.2286,120.9,943.04,10.25
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,10/01/2018,USD,152.27,150.35,1172.69,12.74
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,10/01/2018,USD,18.82,201.21,1569.4,17.05
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,10/01/2018,USD,201.37,5823.01,45419.45,15.12
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,10/01/2018,USD,166.49,4093.06,31925.83,10.63
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,10/01/2018,USD,17.89,6964.23,54321.03,18.08
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,10/01/2018,USD,196.8034,6211.99,48453.53,16.13
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,10/01/2018,USD,136.2286,3945.78,30777.08,10.25
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,10/01/2018,USD,152.27,4906.63,38271.75,12.74
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,10/01/2018,USD,18.82,6566.49,51218.59,17.05
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,10/01/2018,USD,201.37,2481.5,19355.72,15.12
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,10/01/2018,USD,166.49,1744.27,13605.31,10.63
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,10/01/2018,USD,17.89,2967.85,23149.2,18.08
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,10/01/2018,USD,196.8034,2647.25,20648.58,16.13
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,10/01/2018,USD,136.2286,1681.53,13115.95,10.25
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.73229,10/01/2018,USD,152.27,2091.02,16309.92,12.74
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),148.68812,10/01/2018,USD,18.82,2798.31,21826.82,17.05
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,10/01/2018,USD,201.37,178.46,1391.99,15.12
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,10/01/2018,USD,166.49,125.44,978.45,10.63
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,10/01/2018,USD,17.89,213.44,1664.8,18.08
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,10/01/2018,USD,196.8034,190.38,1484.98,16.13
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,10/01/2018,USD,136.2286,120.93,943.23,10.25
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,10/01/2018,USD,152.27,150.38,1172.93,12.74
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,10/01/2018,USD,18.82,201.25,1569.72,17.05
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.44448,10/01/2018,USD,201.37,1297.72,1297.72,15.12
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.4789,10/01/2018,USD,166.49,912.18,912.18,10.63
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,86.75574,10/01/2018,USD,17.89,1552.06,1552.06,18.08
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.03449,10/01/2018,USD,196.8034,1384.41,1384.41,16.13
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.45504,10/01/2018,USD,136.2286,879.36,879.36,10.25
30792,30792,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),7.18134,10/01/2018,USD,152.27,1093.5,1093.5,12.74
30792,30792,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),77.75851,10/01/2018,USD,18.82,1463.42,1463.42,17.05
30792,30792,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.26837,10/01/2018,USD,201.37,255.41,255.41,15.12
30792,30792,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,1.07838,10/01/2018,USD,166.49,179.54,179.54,10.63
30792,30792,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,17.07544,10/01/2018,USD,17.89,305.48,305.48,18.08
30792,30792,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.38435,10/01/2018,USD,196.8034,272.44,272.44,16.13
30792,30792,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,1.27037,10/01/2018,USD,136.2286,173.06,173.06,10.25
30792,30792,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),1.41338,10/01/2018,USD,152.27,215.22,215.22,12.74
30792,30792,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),15.30333,10/01/2018,USD,18.82,288.01,288.01,17.05
30792,30792,2,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.3618,10/01/2018,USD,201.37,274.23,274.23,15.12
30792,30792,2,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,1.15779,10/01/2018,USD,166.49,192.76,192.76,10.63
30792,30792,2,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,18.33548,10/01/2018,USD,17.89,328.02,328.02,18.08
