Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,18/01/2018,USD,205.58,5979.29,46638.43,15.2
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,18/01/2018,USD,170.46,4215,32876.99,10.72
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,18/01/2018,USD,18.29,7161.32,55858.27,18.21
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,18/01/2018,USD,201.1763,6386.92,49817.95,16.24
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,18/01/2018,USD,139.3062,4058.36,31655.22,10.32
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,18/01/2018,USD,152.3,4936.12,38501.73,12.55
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,18/01/2018,USD,18.78,6590.6,51406.72,16.76
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,18/01/2018,USD,205.58,182.15,1420.8,15.2
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,18/01/2018,USD,170.46,128.41,1001.57,10.72
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,18/01/2018,USD,18.29,218.16,1701.68,18.21
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,18/01/2018,USD,201.1763,194.57,1517.66,16.24
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,18/01/2018,USD,139.3062,123.63,964.35,10.32
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,18/01/2018,USD,152.3,150.37,1172.92,12.55
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,18/01/2018,USD,18.78,200.78,1566.06,16.76
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,18/01/2018,USD,205.58,5944.75,46369.02,15.2
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,18/01/2018,USD,170.46,4190.66,32687.11,10.72
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,18/01/2018,USD,18.29,7119.95,55535.59,18.21
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,18/01/2018,USD,201.1763,6350.02,49530.15,16.24
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,18/01/2018,USD,139.3062,4034.92,31472.38,10.32
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,18/01/2018,USD,152.3,4907.6,38279.29,12.55
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,18/01/2018,USD,18.78,6552.53,51109.73,16.76
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,18/01/2018,USD,205.58,2533.38,19760.39,15.2
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,18/01/2018,USD,170.46,1785.86,13929.73,10.72
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,18/01/2018,USD,18.29,3034.2,23666.79,18.21
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,18/01/2018,USD,201.1763,2706.07,21107.38,16.24
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,18/01/2018,USD,139.3062,1719.52,13412.26,10.32
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.73229,18/01/2018,USD,152.3,2091.43,16313.14,12.55
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),148.68812,18/01/2018,USD,18.78,2792.36,21780.43,16.76
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,18/01/2018,USD,205.58,182.19,1421.09,15.2
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,18/01/2018,USD,170.46,128.43,1001.78,10.72
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,18/01/2018,USD,18.29,218.21,1702.02,18.21
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,18/01/2018,USD,201.1763,194.61,1517.97,16.24
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,18/01/2018,USD,139.3062,123.66,964.54,10.32
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,18/01/2018,USD,152.3,150.41,1173.16,12.55
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,18/01/2018,USD,18.78,200.82,1566.38,16.76
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.44448,18/01/2018,USD,205.58,1324.86,1324.86,15.2
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.4789,18/01/2018,USD,170.46,933.93,933.93,10.72
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,86.75574,18/01/2018,USD,18.29,1586.76,1586.76,18.21
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.03449,18/01/2018,USD,201.1763,1415.17,1415.17,16.24
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.45504,18/01/2018,USD,139.3062,899.23,899.23,10.32
30792,30792,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),7.18134,18/01/2018,USD,152.3,1093.72,1093.72,12.55
