Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,11/12/2017,USD,195.64,5718.78,44606.46,15.1
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,11/12/2017,USD,159.42,3961.82,30902.19,10.46
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,11/12/2017,USD,17.17,6756.57,52701.26,17.84
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,11/12/2017,USD,187.4449,5980.88,46650.86,15.8
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,11/12/2017,USD,130.7119,3827.12,29851.56,10.11
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,11/12/2017,USD,152.14,4955.71,38654.56,13.09
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,11/12/2017,USD,18.89,6662.52,51967.66,17.6
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,11/12/2017,USD,195.64,173.35,1352.11,15.1
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,11/12/2017,USD,159.42,120.09,936.7,10.46
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,11/12/2017,USD,17.17,204.8,1597.48,17.84
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,11/12/2017,USD,187.4449,181.29,1414.07,15.8
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,11/12/2017,USD,130.7119,116.01,904.85,10.11
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,11/12/2017,USD,152.14,150.22,1171.69,13.09
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,11/12/2017,USD,18.89,201.95,1575.24,17.6
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,11/12/2017,USD,195.64,5685.74,44348.78,15.1
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,11/12/2017,USD,159.42,3938.94,30723.72,10.46
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,11/12/2017,USD,17.17,6717.54,52396.82,17.84
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.72307,11/12/2017,USD,187.4449,5946.33,46381.36,15.8
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.10995,11/12/2017,USD,130.7119,3805.02,29679.13,10.11
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.38518,11/12/2017,USD,152.14,4927.08,38431.23,13.09
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.66328,11/12/2017,USD,18.89,6624.03,51667.43,17.6
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.35193,11/12/2017,USD,195.64,2416.53,18848.95,15.1
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.50124,11/12/2017,USD,159.42,1674.11,13058.04,10.46
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,166.28205,11/12/2017,USD,17.17,2855.06,22269.49,17.84
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.48274,11/12/2017,USD,187.4449,2527.27,19712.71,15.8
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.3723,11/12/2017,USD,130.7119,1617.21,12614.21,10.11
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.76443,11/12/2017,USD,152.14,2094.12,16334.14,13.09
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),149.03597,11/12/2017,USD,18.89,2815.29,21959.26,17.6
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,11/12/2017,USD,195.64,173.38,1352.38,15.1
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,11/12/2017,USD,159.42,120.11,936.9,10.46
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,11/12/2017,USD,17.17,204.85,1597.8,17.84
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,11/12/2017,USD,187.4449,181.33,1414.36,15.8
