Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,13/12/2017,USD,196.07,5731.35,44704.5,15.13
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,13/12/2017,USD,159.59,3966.04,30935.15,10.47
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,13/12/2017,USD,17.11,6732.96,52517.09,17.78
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,13/12/2017,USD,187.9219,5996.1,46769.57,15.83
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,13/12/2017,USD,131.0698,3837.6,29933.29,10.13
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,13/12/2017,USD,152.15,4956.04,38657.1,13.09
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,13/12/2017,USD,18.86,6651.94,51885.13,17.56
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,13/12/2017,USD,196.07,173.73,1355.08,15.13
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,13/12/2017,USD,159.59,120.22,937.7,10.47
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,13/12/2017,USD,17.11,204.09,1591.9,17.78
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,13/12/2017,USD,187.9219,181.75,1417.67,15.83
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,13/12/2017,USD,131.0698,116.32,907.33,10.13
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,13/12/2017,USD,152.15,150.23,1171.77,13.09
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,13/12/2017,USD,18.86,201.63,1572.74,17.56
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,13/12/2017,USD,196.07,5698.24,44446.25,15.13
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,13/12/2017,USD,159.59,3943.14,30756.48,10.47
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,13/12/2017,USD,17.11,6694.07,52213.72,17.78
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.72307,13/12/2017,USD,187.9219,5961.46,46499.38,15.83
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.10995,13/12/2017,USD,131.0698,3815.44,29760.4,10.13
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.38518,13/12/2017,USD,152.15,4927.41,38433.76,13.09
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.66328,13/12/2017,USD,18.86,6613.51,51585.37,17.56
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.35193,13/12/2017,USD,196.07,2421.84,18890.37,15.13
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.50124,13/12/2017,USD,159.59,1675.89,13071.96,10.47
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,166.28205,13/12/2017,USD,17.11,2845.09,22191.67,17.78
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.48274,13/12/2017,USD,187.9219,2533.7,19762.88,15.83
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.3723,13/12/2017,USD,131.0698,1621.63,12648.75,10.13
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.76443,13/12/2017,USD,152.15,2094.26,16335.21,13.09
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),149.03597,13/12/2017,USD,18.86,2810.82,21924.38,17.56
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,13/12/2017,USD,196.07,173.76,1355.35,15.13
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,13/12/2017,USD,159.59,120.24,937.9,10.47
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,13/12/2017,USD,17.11,204.13,1592.22,17.78
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,13/12/2017,USD,187.9219,181.79,1417.96,15.83
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,13/12/2017,USD,131.0698,116.35,907.51,10.13
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,13/12/2017,USD,152.15,150.26,1172.01,13.09
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,13/12/2017,USD,18.86,201.67,1573.05,17.56
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.47686,13/12/2017,USD,196.07,1269.92,1269.92,15.13
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.50643,13/12/2017,USD,159.59,878.77,878.77,10.47
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,87.1917,13/12/2017,USD,17.11,1491.85,1491.85,17.78
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.06984,13/12/2017,USD,187.9219,1328.58,1328.58,15.83
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.48748,13/12/2017,USD,131.0698,850.31,850.31,10.13
30792,30792,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),7.21743,13/12/2017,USD,152.15,1098.13,1098.13,13.09
30792,30792,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),78.14926,13/12/2017,USD,18.86,1473.9,1473.9,17.56
30792,30792,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.27487,13/12/2017,USD,196.07,249.96,249.96,15.13
30792,30792,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,1.08387,13/12/2017,USD,159.59,172.97,172.97,10.47
30792,30792,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,17.16257,13/12/2017,USD,17.11,293.65,293.65,17.78
30792,30792,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.39143,13/12/2017,USD,187.9219,261.48,261.48,15.83
30792,30792,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,1.27687,13/12/2017,USD,131.0698,167.36,167.36,10.13
30792,30792,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),1.42061,13/12/2017,USD,152.15,216.15,216.15,13.09
30792,30792,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),15.38164,13/12/2017,USD,18.86,290.1,290.1,17.56
30792,30792,2,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.36952,13/12/2017,USD,196.07,268.52,268.52,15.13
30792,30792,2,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,1.16436,13/12/2017,USD,159.59,185.82,185.82,10.47
30792,30792,2,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,18.43922,13/12/2017,USD,17.11,315.5,315.5,17.78
30792,30792,2,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.49507,13/12/2017,USD,187.9219,280.96,280.96,15.83
30792,30792,2,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,1.37218,13/12/2017,USD,131.0698,179.85,179.85,10.13
30792,30792,2,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),1.52637,13/12/2017,USD,152.15,232.24,232.24,13.09
30792,30792,2,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),16.52641,13/12/2017,USD,18.86,311.69,311.69,17.56
31361,31361,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.24886,13/12/2017,USD,196.07,2401.63,18732.75,15.13
31361,31361,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,10.44834,13/12/2017,USD,159.59,1667.45,13006.11,10.5
