Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,08/12/2017,USD,194.96,5698.9,44451.41,15.1
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,08/12/2017,USD,159.08,3953.37,30836.29,10.47
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,08/12/2017,USD,17.07,6717.22,52394.32,17.8
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,08/12/2017,USD,186.559,5952.61,46430.38,15.77
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,08/12/2017,USD,129.9607,3805.13,29680,10.08
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,08/12/2017,USD,152.13,4955.39,38652.02,13.13
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,08/12/2017,USD,18.89,6662.52,51967.66,17.65
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,08/12/2017,USD,194.96,172.74,1347.41,15.1
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,08/12/2017,USD,159.08,119.83,934.7,10.47
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,08/12/2017,USD,17.07,203.61,1588.17,17.8
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,08/12/2017,USD,186.559,180.43,1407.39,15.77
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,08/12/2017,USD,129.9607,115.34,899.65,10.08
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,08/12/2017,USD,152.13,150.21,1171.62,13.13
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,08/12/2017,USD,18.89,201.95,1575.24,17.65
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,08/12/2017,USD,194.96,5665.98,44194.63,15.1
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,08/12/2017,USD,159.08,3930.54,30658.19,10.47
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,08/12/2017,USD,17.07,6678.42,52091.65,17.8
