Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,05/12/2017,USD,193.95,5669.38,44221.13,15.11
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,05/12/2017,USD,157.37,3910.87,30504.82,10.42
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,05/12/2017,USD,16.68,6563.75,51197.26,17.5
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,05/12/2017,USD,186.962,5965.47,46530.68,15.9
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,05/12/2017,USD,129.5491,3793.08,29586,10.11
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,05/12/2017,USD,152.13,4955.39,38652.02,13.21
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,05/12/2017,USD,18.88,6658.99,51940.15,17.75
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,05/12/2017,USD,193.95,171.85,1340.43,15.11
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,05/12/2017,USD,157.37,118.55,924.65,10.42
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,05/12/2017,USD,16.68,198.96,1551.89,17.5
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,05/12/2017,USD,186.962,180.82,1410.43,15.9
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,05/12/2017,USD,129.5491,114.97,896.8,10.11
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,05/12/2017,USD,152.13,150.21,1171.62,13.21
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,05/12/2017,USD,18.88,201.85,1574.4,17.75
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,05/12/2017,USD,193.95,5636.63,43965.68,15.11
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,05/12/2017,USD,157.37,3888.29,30328.64,10.42
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,05/12/2017,USD,16.68,6525.83,50901.51,17.5
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.72307,05/12/2017,USD,186.962,5931.01,46261.87,15.9
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.10995,05/12/2017,USD,129.5491,3771.17,29415.11,10.11
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.38518,05/12/2017,USD,152.13,4926.76,38428.71,13.21
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.66328,05/12/2017,USD,18.88,6620.52,51640.08,17.75
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.35193,05/12/2017,USD,193.95,2395.66,18686.12,15.11
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.50124,05/12/2017,USD,157.37,1652.58,12890.13,10.42
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,166.28205,05/12/2017,USD,16.68,2773.58,21633.96,17.5
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.48274,05/12/2017,USD,186.962,2520.76,19661.93,15.9
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.3723,05/12/2017,USD,129.5491,1602.82,12502,10.11
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.76443,05/12/2017,USD,152.13,2093.98,16333.07,13.21
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),149.03597,05/12/2017,USD,18.88,2813.8,21947.63,17.75
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,05/12/2017,USD,193.95,171.88,1340.7,15.11
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,05/12/2017,USD,157.37,118.57,924.85,10.42
