Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,12/01/2018,USD,204.08,5935.66,46298.14,15.2
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,12/01/2018,USD,169.84,4199.67,32757.41,10.76
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,12/01/2018,USD,18.1,7086.92,55278,18.15
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,12/01/2018,USD,197.7461,6278.02,48968.52,16.08
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,12/01/2018,USD,137.1306,3994.98,31160.85,10.23
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,12/01/2018,USD,152.28,4935.47,38496.67,12.64
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,12/01/2018,USD,18.84,6611.66,51570.96,16.93
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,12/01/2018,USD,204.08,180.83,1410.44,15.2
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,12/01/2018,USD,169.84,127.94,997.92,10.76
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,12/01/2018,USD,18.1,215.9,1684,18.15
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,12/01/2018,USD,197.7461,191.25,1491.78,16.08
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,12/01/2018,USD,137.1306,121.7,949.29,10.23
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,12/01/2018,USD,152.28,150.36,1172.77,12.64
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,12/01/2018,USD,18.84,201.42,1571.07,16.93
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,12/01/2018,USD,204.08,5901.37,46030.7,15.2
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,12/01/2018,USD,169.84,4175.41,32568.22,10.76
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,12/01/2018,USD,18.1,7045.98,54958.67,18.15
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,12/01/2018,USD,197.7461,6241.75,48685.63,16.08
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,12/01/2018,USD,137.1306,3971.91,30980.86,10.23
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,12/01/2018,USD,152.28,4906.96,38274.26,12.64
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,12/01/2018,USD,18.84,6573.46,51273.02,16.93
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,12/01/2018,USD,204.08,2514.9,19616.21,15.2
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,12/01/2018,USD,169.84,1779.37,13879.07,10.76
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,12/01/2018,USD,18.1,3002.68,23420.93,18.15
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,12/01/2018,USD,197.7461,2659.93,20747.49,16.08
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,12/01/2018,USD,137.1306,1692.67,13202.8,10.23
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.73229,12/01/2018,USD,152.28,2091.15,16310.99,12.64
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),148.68812,12/01/2018,USD,18.84,2801.28,21850.02,16.93
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,12/01/2018,USD,204.08,180.86,1410.72,15.2
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,12/01/2018,USD,169.84,127.97,998.13,10.76
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,12/01/2018,USD,18.1,215.94,1684.34,18.15
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,12/01/2018,USD,197.7461,191.29,1492.09,16.08
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,12/01/2018,USD,137.1306,121.73,949.48,10.23
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,12/01/2018,USD,152.28,150.39,1173.01,12.64
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,12/01/2018,USD,18.84,201.46,1571.38,16.93
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.44448,12/01/2018,USD,204.08,1315.19,1315.19,15.2
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.4789,12/01/2018,USD,169.84,930.54,930.54,10.76
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,86.75574,12/01/2018,USD,18.1,1570.28,1570.28,18.15
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.03449,12/01/2018,USD,197.7461,1391.04,1391.04,16.08
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.45504,12/01/2018,USD,137.1306,885.18,885.18,10.23
