Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,24/01/2018,USD,208.25,6056.94,47244.15,15.23
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,24/01/2018,USD,173.13,4281.02,33391.96,10.77
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,24/01/2018,USD,18.56,7267.03,56682.86,18.28
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,24/01/2018,USD,204.9372,6506.32,50749.28,16.37
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,24/01/2018,USD,141.8483,4132.42,32232.87,10.39
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,24/01/2018,USD,152.32,4936.77,38506.79,12.42
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,24/01/2018,USD,18.74,6576.57,51297.22,16.54
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,24/01/2018,USD,208.25,184.52,1439.26,15.23
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,24/01/2018,USD,173.13,130.42,1017.25,10.77
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,24/01/2018,USD,18.56,221.38,1726.8,18.28
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,24/01/2018,USD,204.9372,198.21,1546.03,16.37
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,24/01/2018,USD,141.8483,125.89,981.94,10.39
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,24/01/2018,USD,152.32,150.39,1173.08,12.42
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,24/01/2018,USD,18.74,200.35,1562.73,16.54
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,24/01/2018,USD,208.25,6021.95,46971.25,15.23
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,24/01/2018,USD,173.13,4256.3,33199.1,10.77
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,24/01/2018,USD,18.56,7225.05,56355.41,18.28
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,24/01/2018,USD,204.9372,6468.73,50456.09,16.37
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,24/01/2018,USD,141.8483,4108.55,32046.7,10.39
